"","filename","category","path","ai_correct","ai_wrong","unsure","notes"
"1","batch1_18_page0.txt","democrat_critique","./perspective_extracted/batch1_18_page0.txt"," "," "," "," "
"2","batch1_19_page0.txt","democrat_critique","./perspective_extracted/batch1_19_page0.txt"," "," "," "," "
"3","batch1_20_page0.txt","democrat_critique","./perspective_extracted/batch1_20_page0.txt"," "," "," "," "
"4","batch1_22_page0.txt","democrat_critique","./perspective_extracted/batch1_22_page0.txt"," "," "," "," "
"5","batch1_25_page0.txt","democrat_critique","./perspective_extracted/batch1_25_page0.txt"," "," "," "," "
"6","batch1_28_page0.txt","democrat_critique","./perspective_extracted/batch1_28_page0.txt"," "," "," "," "
"7","batch1_29_page0.txt","democrat_critique","./perspective_extracted/batch1_29_page0.txt"," "," "," "," "
"8","batch1_30_page0.txt","democrat_critique","./perspective_extracted/batch1_30_page0.txt"," "," "," "," "
"9","batch1_36_page0.txt","democrat_critique","./perspective_extracted/batch1_36_page0.txt"," "," "," "," "
"10","batch1_48_page0.txt","democrat_critique","./perspective_extracted/batch1_48_page0.txt"," "," "," "," "
"11","batch1_52_page0.txt","democrat_critique","./perspective_extracted/batch1_52_page0.txt"," "," "," "," "
"12","batch1_55_page0.txt","democrat_critique","./perspective_extracted/batch1_55_page0.txt"," "," "," "," "
"13","batch1_63_page0.txt","democrat_critique","./perspective_extracted/batch1_63_page0.txt"," "," "," "," "
"14","batch1_65_page0.txt","democrat_critique","./perspective_extracted/batch1_65_page0.txt"," "," "," "," "
"15","batch1_71_page0.txt","nixon;democrat_critique","./perspective_extracted/batch1_71_page0.txt"," "," "," "," "
"16","batch2_36_page0.txt","democrat_critique","./perspective_extracted/batch2_36_page0.txt"," "," "," "," "
"17","batch2_40_page0.txt","democrat_critique","./perspective_extracted/batch2_40_page0.txt"," "," "," "," "
