new_filename,category,explanation
1955-03-08_166756675_1_page0.txt,other,No categories met the 3-mention threshold.
1955-05-12_166759287_1_page0.txt,other,No categories met the 3-mention threshold.
1955-03-18_166760405_1_page0.txt,other,No categories met the 3-mention threshold.
1955-03-10_166760548_1_page0.txt,other,No categories met the 3-mention threshold.
1955-04-29_166760616_1_page0.txt,other,No categories met the 3-mention threshold.
1955-04-26_166761604_1_page0.txt,other,No categories met the 3-mention threshold.
1955-05-03_166762244_1_page0.txt,other,No categories met the 3-mention threshold.
1955-05-11_166762259_1_page0.txt,LABOR,3 mentions of labor union/movement, several of CIO-PAC.
1955-03-23_166762550_1_page0.txt,other,No categories met the 3-mention threshold.
1955-05-21_166765970_1_page0.txt,other,No categories met the 3-mention threshold.
