new_filename,category,explanation
1956-01-13_166912641_1_page0.txt,other,
1956-05-08_166912917_1_page0.txt,other,
1956-04-13_166915845_1_page0.txt,other,
1956-03-09_166917090_1_page0.txt,other,
1956-05-15_166921781_1_page0.txt,other,
1956-02-17_166922034_1_page0.txt,other,
1956-03-27_166923452_1_page0.txt,other,
1956-06-19_166927499_1_page0.txt,other,
1956-04-19_166931315_1_page0.txt,voter_turnout,17 mentions of votes, voters, and voter preferences in elections and statistics
1956-04-03_166935666_1_page0.txt,other,
