new_filename,category,explanation
1956-08-17_166972775_1_page0.txt,other,No mentions of voter turnout criteria
1956-06-07_166972889_1_page0.txt,other,No mentions of voter turnout criteria
1956-07-05_166973311_1_page0.txt,other,No mentions of voter turnout criteria
1956-07-03_166977307_1_page0.txt,other,No mentions of voter turnout criteria
1956-08-07_166977911_1_page0.txt,other,No mentions of voter turnout criteria
1956-11-10_166980142_1_page0.txt,VOTER TURNOUT,`3 mentions of voter turnout or get-out-the-vote efforts`
1956-06-13_166981229_1_page0.txt,other,No mentions of voter turnout criteria
1956-12-27_166981449_1_page0.txt,other,No mentions of voter turnout criteria
1956-09-29_166981483_1_page0.txt,VOTER TURNOUT,`3 mentions of voter turnout or get-out-the-vote efforts`
1956-10-12_166981548_1_page0.txt,other,No mentions of voter turnout criteria
