new_filename,category,explanation
1953-05-23_166474975_1_page0.txt,other,No categories met the 3-mention threshold.
1953-01-17_166475141_1_page0.txt,other,No categories met the 3-mention threshold.
1953-06-30_166477227_1_page0.txt,other,No categories met the 3-mention threshold.
1953-06-02_166477515_1_page0.txt,other,No categories met the 3-mention threshold.
1953-07-07_166477599_1_page0.txt,other,No categories met the 3-mention threshold.
1953-07-23_166481932_1_page0.txt,other,No categories met the 3-mention threshold.
1953-03-12_166484634_1_page0.txt,other,No categories met the 3-mention threshold.
1953-06-27_166489248_1_page0.txt,other,No categories met the 3-mention threshold.
1953-06-18_166489596_1_page0.txt,other,No categories met the 3-mention threshold.
1953-06-09_166492583_1_page0.txt,other,No categories met the 3-mention threshold.
