new_filename,category,explanation
1955-03-31_166733198_1_page0.txt,other,No categories met the 3-mention threshold.
1955-04-07_166734461_1_page0.txt,other,No categories met the 3-mention threshold.
1955-01-08_166736429_1_page0.txt,other,No categories met the 3-mention threshold.
1955-03-17_166737175_1_page0.txt,other,No categories met the 3-mention threshold.
1955-01-27_166737327_1_page0.txt,other,No categories met the 3-mention threshold.
1955-02-15_166737849_1_page0.txt,other,No categories met the 3-mention threshold.
1955-03-29_166739772_1_page0.txt,other,No categories met the 3-mention threshold.
1955-04-04_166740074_1_page0.txt,other,No categories met the 3-mention threshold.
1955-02-05_166741149_1_page0.txt,other,No categories met the 3-mention threshold.
1955-02-03_166742694_1_page0.txt,other,No categories met the 3-mention threshold.
