new_filename,category,explanation
1952-08-14_166403790_1_page0.txt,other,No categories met the 3-mention threshold.
1953-01-01_166404887_1_page0.txt,other,No categories met the 3-mention threshold.
1952-10-06_166404969_1_page0.txt,other,No categories met the 3-mention threshold.
1953-01-29_166405896_1_page0.txt,other,No categories met the 3-mention threshold.
1952-08-16_166407436_1_page0.txt,other,No categories met the 3-mention threshold.
1953-02-14_166408680_1_page0.txt,other,No categories met the 3-mention threshold.
1952-11-11_166409091_1_page0.txt,other,No categories met the 3-mention threshold.
1952-06-14_166410690_1_page0.txt,other,No categories met the 3-mention threshold.
1953-02-07_166414214_1_page0.txt,other,No categories met the 3-mention threshold.
1952-11-07_166414361_1_page0.txt,other,No categories met the 3-mention threshold.
