new_filename,category,explanation
1954-03-30_166590982_1_page0.txt,other,No categories met the 3-mention threshold.
1954-03-27_166591554_1_page0.txt,other,No categories met the 3-mention threshold.
1954-03-23_166593733_1_page0.txt,other,No categories met the 3-mention threshold.
1954-02-11_166593885_1_page0.txt,other,No categories met the 3-mention threshold.
1954-01-04_166595036_1_page0.txt,other,No categories met the 3-mention threshold.
1954-03-25_166596134_1_page0.txt,other,No categories met the 3-mention threshold.
1954-03-16_166596877_1_page0.txt,other,No categories met the 3-mention threshold.
1954-03-14_166602811_1_page0.txt,other,No categories met the 3-mention threshold.
1954-05-13_166604712_1_page0.txt,other,No categories met the 3-mention threshold.
1954-05-25_166605038_1_page0.txt,other,No categories met the 3-mention threshold.
