"","filename","category","explanation"
"1","1956-01-04_166874618_1_page0.txt","economy","`4 mentions of gdp, 2 mentions of per capita income`"
"2","1956-01-05_166899746_1_page0.txt","economy","`3 mentions of consumer credit, 2 mentions of economic problems`"
"3","1956-01-10_166876075_1_page0.txt","business;politics","`2 mentions of installment credit, 2 mentions of economy, 2 mentions of presidential year`"
"4","1956-01-13_166912641_1_page0.txt","politics","`2 mentions of political party, 3 mentions of primary`"
"5","1956-01-18_166873052_1_page0.txt","other","`No categories met 2-mention threshold`"
"6","1956-01-19_166874249_1_page0.txt","other","`No categories met 2-mention threshold`"
"7","1956-01-27_166884915_1_page0.txt","labor;politics","`2 mentions of ballot box, 2 mentions of CIO; 3 mentions of vote`"
"8","1956-01-31_166876244_1_page0.txt","politics","`3 mentions of candidate, 2 mentions of election`"
"9","1956-02-02_166888107_1_page0.txt","business","`2 mentions of private enterprise, 2 mentions of company`"
"10","1956-02-07_166907655_1_page0.txt","politics","`2 mentions of fiscal policy, 2 mentions of tax`"
"11","1956-02-10_166881514_1_page0.txt","politics","`3 mentions of nomination, 2 mentions of candidate`"
"12","1956-02-16_166896688_1_page0.txt","other","`No categories met 2-mention threshold`"
"13","1956-02-17_166922034_1_page0.txt","business","`6 mentions of industry, 3 mentions of company`"
"14","1956-02-21_166906514_1_page0.txt","politics","`4 mentions of candidate, 2 mentions of vice presidential`"
"15","1956-02-28_166911519_1_page0.txt","other","`No categories met 2-mention threshold`"
"16","1956-03-01_166888260_1_page0.txt","business","`4 mentions of business, 2 mentions of team`"
"17","1956-03-07_166905237_1_page0.txt","politics","`2 mentions of nomination, 3 mentions of presidential`"
"18","1956-03-09_166917090_1_page0.txt","politics","`3 mentions of presidential, 2 mentions of nomination`"
"19","1956-03-15_166889978_1_page0.txt","business","`3 mentions of small business, 4 mentions of big business`"
"20","1956-03-16_166891660_1_page0.txt","politics","`2 mentions of election, 4 mentions of campaign`"
"21","1956-03-20_166937059_1_page0.txt","business","`5 mentions of antitrust, 4 mentions of corporation`"
"22","1956-03-26_166904773_1_page0.txt","economy","`2 mentions of national economy, 2 mentions of national product`"
"23","1956-03-27_166923452_1_page0.txt","labor","`3 mentions of union, 3 mentions of labor`"
"24","1956-03-29_166909981_1_page0.txt","politics","`4 mentions of vote, 2 mentions of politicians`"
"25","1956-04-03_166935666_1_page0.txt","labor","`3 mentions of union, 3 mentions of unionshop, 2 mentions of AFL`"
"26","1956-04-10_166951384_1_page0.txt","other","`No categories met 2-mention threshold`"
"27","1956-04-13_166915845_1_page0.txt","labor;politics","`3 mentions of labor, 3 mentions of political; 3 mentions of candidate`"
"28","1956-04-17_166910108_1_page0.txt","other","`No categories met 2-mention threshold`"
"29","1956-04-19_166931315_1_page0.txt","politics","`2 mentions of primary vote, 2 mentions of presidential`"
"30","1956-04-25_166936535_1_page0.txt","politics","`4 mentions of president, 2 mentions of candidate`"
"31","1956-05-04_166942067_1_page0.txt","politics","`2 mentions of presidential elections, 2 mentions of votes`"
"32","1956-05-08_166912917_1_page0.txt","business","`2 mentions of power reactor, 2 mentions of electric company`"
"33","1956-05-15_166921781_1_page0.txt","other","`No categories met 2-mention threshold`"
"34","1956-05-18_166972318_1_page0.txt","politics","`2 mentions of candidate, 2 mentions of presidential`"
"35","1956-05-23_166967752_1_page0.txt","other","`No categories met 2-mention threshold`"
"36","1956-05-24_166952012_1_page0.txt","other","`No categories met 2-mention threshold`"
"37","1956-05-29_166942378_1_page0.txt","labor","`3 mentions of union, 2 mentions of labor`"
"38","1956-05-31_166955164_1_page0.txt","other","`No categories met 2-mention threshold`"
"39","1956-06-06_166953689_1_page0.txt","politics","`5 mentions of candidate, 3 mentions of senatorial`"
"40","1956-06-07_166972889_1_page0.txt","business","`2 mentions of RFC, 2 mentions of company`"
"41","1956-06-12_166965487_1_page0.txt","politics","`2 mentions of democratic party, 2 mentions of Eisenhower ticket`"
"42","1956-06-13_166981229_1_page0.txt","other","`No categories met 2-mention threshold`"
"43","1956-06-14_166942731_1_page0.txt","politics","`2 mentions of nomination, 3 mentions of candidate`"
"44","1956-06-19_166927499_1_page0.txt","politics","`2 mentions of votes, 3 mentions of senators`"
"45","1956-06-21_166961475_1_page0.txt","politics","`2 mentions of candidate, 2 mentions of the president`"
"46","1956-06-26_166936987_1_page0.txt","politics","`3 mentions of democratic national committee, 2 mentions of candidates`"
"47","1956-07-02_166987194_1_page0.txt","labor;politics","`3 mentions of labor, 2 mentions of union, 2 mentions of tax`"
"48","1956-07-03_166977307_1_page0.txt","labor;politics","`4 mentions of union, 3 mentions of CIO; 2 mentions of candidate`"
"49","1956-07-05_166973311_1_page0.txt","politics","`3 mentions of federal aid, 3 mentions of the White House`"
"50","1956-07-11_166959354_1_page0.txt","business","`4 mentions of economy, 4 mentions of spending`"
"51","1956-07-17_166984053_1_page0.txt","other","`No categories met 2-mention threshold`"
"52","1956-07-20_166968775_1_page0.txt","business","`4 mentions of businessmen, 2 mentions of management`"
"53","1956-07-25_166961624_1_page0.txt","labor","`4 mentions of union, 2 mentions of AFL`"
"54","1956-07-26_166959488_1_page0.txt","politics","`3 mentions of nominee, 3 mentions of candidate`"
"55","1956-07-30_166962149_1_page0.txt","other","`No categories met 2-mention threshold`"
"56","1956-08-07_166977911_1_page0.txt","politics","`4 mentions of president, 2 mentions of Democrats`"
"57","1956-08-09_166917090_1_page0.txt","politics","`2 mentions of presidential candidate, 2 mentions of ticket`"
"58","1956-08-11_166987545_1_page0.txt","politics","`4 mentions of Congress, 3 mentions of elections, 2 mentions of votes`"
"59","1956-08-14_166967202_1_page0.txt","politics","`2 mentions of Kennedy, 2 mentions of a Catholic vote`"
"60","1956-08-17_166972775_1_page0.txt","politics","`3 mentions of vice presidential, 4 mentions of nomination`"
"61","1956-08-20_167030467_1_page0.txt","labor;politics","`3 mentions of committee on political education, 2 mentions of Congress; 4 mentions of campaign`"
"62","1956-08-21_167026995_1_page0.txt","labor;politics","`2 mentions of AFL, 2 mentions of CIO; 2 mentions of Congress`"
