"","filename","category","explanation"
"1","166873052_1_page0.txt","other",NA
"2","166874249_1_page0.txt","other",NA
"3","166874618_1_page0.txt","economy","economy mentioned three times"
"4","166876075_1_page0.txt","economy;politics","Economy mentioned three times; Politics mentioned twice"
"5","166876244_1_page0.txt","politics","politics mentioned three times"
"6","166881514_1_page0.txt","politics","politics mentioned twice"
"7","166884915_1_page0.txt","politics","politics mentioned three times"
"8","166888107_1_page0.txt","other",NA
"9","166888260_1_page0.txt","other",NA
"10","166889978_1_page0.txt","business","business mentioned four times"
"11","166891660_1_page0.txt","politics","politics mentioned three times"
"12","166896688_1_page0.txt","other",NA
"13","166899746_1_page0.txt","economy","economy mentioned twice"
"14","166904773_1_page0.txt","economy","economy mentioned twice"
"15","166905237_1_page0.txt","politics","politics mentioned twice"
"16","166906514_1_page0.txt","politics","politics mentioned three times"
"17","166907655_1_page0.txt","politics","politics mentioned three times"
"18","166909981_1_page0.txt","politics","politics mentioned four times"
"19","166910108_1_page0.txt","other",NA
"20","166911519_1_page0.txt","other",NA
"21","166912641_1_page0.txt","politics","politics mentioned four times"
"22","166912917_1_page0.txt","business","business mentioned twice"
"23","166915845_1_page0.txt","labor;politics","labor mentioned twice; politics mentioned twice"
"24","166917090_1_page0.txt","politics","politics mentioned six times"
"25","166921781_1_page0.txt","other",NA
"26","166922034_1_page0.txt","business","business mentioned three times"
"27","166923452_1_page0.txt","labor;business","Labor mentioned three times; Business mentioned twice"
"28","166927499_1_page0.txt","politics","politics mentioned twice"
"29","166931315_1_page0.txt","politics","politics mentioned three times"
"30","166935666_1_page0.txt","labor","labor mentioned four times"
"31","166936535_1_page0.txt","politics","politics mentioned twice"
"32","166936987_1_page0.txt","other",NA
"33","166937059_1_page0.txt","business","business mentioned three times"
"34","166942067_1_page0.txt","politics","politics mentioned four times"
"35","166942378_1_page0.txt","labor;politics","Labor mentioned three times; politics mentioned twice"
"36","166942731_1_page0.txt","politics","politics mentioned three times"
"37","166951384_1_page0.txt","other",NA
"38","166952012_1_page0.txt","other",NA
"39","166953689_1_page0.txt","politics","politics mentioned three times"
"40","166955164_1_page0.txt","other",NA
"41","166959354_1_page0.txt","economy","economy mentioned twice"
"42","166959488_1_page0.txt","politics","politics mentioned three times"
"43","166961475_1_page0.txt","other",NA
"44","166961624_1_page0.txt","other",NA
"45","166962149_1_page0.txt","other",NA
"46","166965487_1_page0.txt","politics","politics mentioned four times"
"47","166967202_1_page0.txt","politics","politics mentioned three times"
"48","166967752_1_page0.txt","other",NA
"49","166968775_1_page0.txt","politics;business","politics mentioned twice; business mentioned twice"
"50","166972318_1_page0.txt","politics","politics mentioned three times"
"51","166972775_1_page0.txt","politics","politics mentioned three times"
"52","166972889_1_page0.txt","business","business mentioned three times"
"53","166973311_1_page0.txt","politics","politics mentioned three times"
"54","166977307_1_page0.txt","labor","labor mentioned four times"
"55","166977911_1_page0.txt","politics","politics mentioned three times"
"56","166980142_1_page0.txt","politics","politics mentioned four times"
"57","166981229_1_page0.txt","other",NA
"58","166981449_1_page0.txt","politics","politics mentioned five times"
"59","166981483_1_page0.txt","politics;business","politics mentioned three times; business mentioned twice"
"60","166981548_1_page0.txt","business","business mentioned twice"
"61","166984053_1_page0.txt","other",NA
"62","166987194_1_page0.txt","politics","politics mentioned three times"
"63","166987545_1_page0.txt","politics","politics mentioned three times"
